id,url,title,park alpha,description,category,relatedRoadEvents,LastIndexedDate,park,region,alpha,State,Road Closed Flag,date
5972081A-CAB6-43B7-BBF8-2DE0CCE40175,,Hoh Rain Forest Closed 12/10/25,OLYM,The Hoh Rain Forest area is closed due to localized flooding on the roadway. This alert will be updated as conditions change.,Danger,[],00:00.0,Olympic National Park,PWR,OLYM,WA,yes,2025-12-11
2D6862D7-9E2F-42EB-87CB-922FEB8A77E7,,Hurricane Ridge Road Status 12/8 - 12/11 - Closed,OLYM,"Hurricane Ridge Road is closed Monday, December 8 through Thursday, December 11, 2025.",Caution,[],00:00.0,Olympic National Park,PWR,OLYM,WA,yes,2025-12-11
1515FD22-F6FC-4682-AEE1-8AE16CC48FC3,,North Shore Road Closed 12/10/25,OLYM,North Shore Road is closed at mile marker 8 due to localized flooding. This alert will be updated as conditions change.,Danger,[],00:00.0,Olympic National Park,PWR,OLYM,WA,yes,2025-12-11
BDE82BC2-274C-40D9-BFBF-63ADA036D2BF,,Tour Road Closure,GUCO,"Due to new gate construction, the Park Tour Road east of Old Battleground Rd will be closed December 11.",Park Closure,[],00:00.0,Guilford Courthouse National Military Park,SER,GUCO,NC,yes,2025-12-11
CAE7E3F4-7E8F-4505-A4D3-60A2E1E05C52,,Road Closure: Pinnacle Road,CUGA,"As of 12/10/2025, the road to the Pinnacle Overlook is closed due to winter weather conditions.",Park Closure,[],00:00.0,Cumberland Gap National Historical Park,SER,CUGA,"KY, TN, VA",yes,2025-12-11
E3399C63-736C-4261-95F8-DB559A6AEF79,https://www.nps.gov/care/planyourvisit/reef-ride-bike-days.htm,Reef Ride Bike Days 2026,CARE,"For this special event in honor of National Public Lands Day, the Scenic Drive will be closed to motor vehicles for part of the day on Saturday, September 19 and Saturday, September 26, 2026. The road will be closed to vehicles from sunrise to 3 pm to allow for bicycles and pedestrians to enjoy the road at a more leisurely pace. The main road through the park (UT highway 24) - will remain open and unaffected by this closure.",Information,[],00:00.0,Capitol Reef National Park,IMR,CARE,UT,yes,2025-12-11
0837CE1A-B3D8-451B-AD13-079267D218A4,,Eastern Front Tour Road south of Route 36 - Closed,PETE,The Eastern Front Tour Road south of Route 36 is closed to all vehicles due to a sinkhole near Harrison Creek (stop 4). Walkers and bicyclist are allowed to use the road. Use caution in the Harrison Creek area.,Park Closure,[],00:00.0,Petersburg National Battlefield,NER,PETE,VA,yes,2025-12-11
97021E8F-BD88-412C-9AFF-14E6B73C57AE,,Closure Area by Grange,CUIS,"Contractors have continued working on repairs to the Grange house. To complete needed work safely we are altering vehicle and pedestrian traffic from the road by the Grange. The closure area includes the entire Grange yard, road through that area, and part of the bend where the water hydrant is. The closure DOES NOT include the road that goes on the west side of the Grange down to the Grange dock. Please use alternate routes until this work is completed. Do not drive in the grass on the historic landscapes",Information,[],00:00.0,Cumberland Island National Seashore,SER,CUIS,GA,yes,2025-12-11
BCBA41C8-017B-4175-BB0B-B8F00530307E,,Nisqually Entrance Closure: Gate at Nisqually CLOSED for public safety,MORA,12/10/2025 The Nisqually entrance road gate is closed for public access due to incoming weather and potential flooding. Please check back later for updates.,Park Closure,[],00:00.0,Mount Rainier National Park,PWR,MORA,WA,yes,2025-12-11
25ECC3D7-1F08-4BD0-A99E-33121256E17A,https://www.nps.gov/grsm/planyourvisit/conditions.htm,Highway 441/Newfound Gap Road is closed.,GRSM,"US 441/Newfound Gap Road between Gatlinburg, TN and Cherokee, NC is closed due to weather conditions.",Park Closure,"[{'title': 'US 441 Newfound Gap Road Closure', 'id': '25ECC3D7-1F08-4BD0-A99E-33121256E17A', 'type': 'roadevent', 'url': 'https://www.nps.gov/grsm/planyourvisit/conditions.htm'}]",00:00.0,Great Smoky Mountains National Park,SER,GRSM,"TN,NC",yes,2025-12-11
