id,url,title,park alpha,description,category,relatedRoadEvents,LastIndexedDate,park,region,alpha,State,Road Closed Flag,date
F6FE0703-01BA-4170-AE41-F49BCBE6F40D,,Hilina Pali Road Closed at Maunaiki Trailhead,HAVO,Hilina Pali Road at the Maunaiki trailhead will be closed to all use due to potential flooding ahead of another storm.,Park Closure,[],2026-03-20 00:00:00.0,Hawai'i Volcanoes National Park,PWR,HAVO,HI,yes,2026-03-23
E5C90DE8-4A10-4BD4-8EC8-8DADDBD9E49B,https://www.nps.gov/band/planyourvisit/summer.htm,Recommendations for Spring Break Season,BAND,"Spring break season (mid-March - mid-April) brings exceptionally high visitation rates. Visitors who plan ahead and pack their patience are in the best position to have a great park experience. Arrive before 10:00 am or after 3:00 pm to avoid long wait times and full parking lots. The shuttle service begins on March 19; when the main visitor parking lots are full, visitors will be required to utilize the shuttle. If all parking lots fill, cars will then be turned around until more spaces become available.",Information,[],2026-03-19 00:00:00.0,Bandelier National Monument,IMR,BAND,NM,yes,2026-03-23
D9A9DD10-3B81-4982-A6B4-584A050C5E37,https://www.nps.gov/blri/planyourvisit/road-construction-projects.htm,Ongoing Road Projects and Helene Recovery,BLRI,"Parkway areas closed for ongoing road maintenance, construction, and Helene recovery projects.",Park Closure,"[{'title': 'Ongoing Road Projects and Helene Recovery', 'id': 'D9A9DD10-3B81-4982-A6B4-584A050C5E37', 'type': 'roadevent', 'url': 'https://www.nps.gov/blri/planyourvisit/conditions.htm'}]",2026-03-19 00:00:00.0,Blue Ridge Parkway,SER,BLRI,"NC,VA",yes,2026-03-23
E5355262-0BAB-4F46-B7C0-220B97385438,https://www.nps.gov/yose/planyourvisit/wroads.htm,Tioga Road (Hwy 120 through the park) and Glacier Point Road are closed,YOSE,"Tioga Road (continuation of Highway 120 through the park), Glacier Point Road, and Mariposa Grove Road are closed for the season due to snow. Snow is possible on other roads; be prepared for tire chain requirements and other road closures. Call 209/372-0200 (then 1, 1) to check road conditions.",Park Closure,"[{'title': 'Tioga and Glacier Point Roads winter closure', 'id': 'E5355262-0BAB-4F46-B7C0-220B97385438', 'type': 'roadevent', 'url': 'https://www.nps.gov/yose/planyourvisit/conditions.htm'}]",2026-03-19 00:00:00.0,Yosemite National Park,PWR,YOSE,CA,yes,2026-03-23
CED9C865-01ED-4226-AFC1-10718B63A2A6,https://www.nps.gov/gwmp/learn/management/upload/260220-ROD-Potomac-Interceptor-Site-17.pdf,Temporary Closure of Right Lane of Clara Barton Parkway,GWMP,"Temporary Closure of the Clara Barton Parkway Right Lane at Site 17, wooded areas between C&O Canal and Lock 10 parking lot, north to Lock 14, required to address ongoing safety concerns from DC Water emergency sanitary sewer overflow & bypass and pipe repair operations. Click on ""More"" below for specific details on the closure.",Park Closure,[],2026-03-18 00:00:00.0,George Washington Memorial Parkway,NCR,GWMP,DC,yes,2026-03-23
92CE4554-B891-4CBF-84DB-202602F378AE,https://wsdot.com/travel/real-time/map/,State Route 20 Closed MP130,NOCA,State Route 20 is closed at milepost 130 (Colonial Creek Campground) in both lanes. For more information click the link to the WSDOT real time map.,Park Closure,[],2026-03-18 00:00:00.0,North Cascades National Park,PWR,NOCA,WA,yes,2026-03-23
277A26F2-A6BC-44EC-8051-74214163897F,,Haleakalā National Park Remains Closed,HALE,Due to road repairs both districts remain closed until further notice.,Park Closure,[],2026-03-18 00:00:00.0,Haleakala National Park,PWR,HALE,HI,yes,2026-03-23
6488CF7F-1A82-4362-A2E7-1D282DD585FB,,Inclement Weather Closure,BLRI,Closure due to hazardous road conditions caused by weather conditions.,Park Closure,"[{'title': 'Inclement Weather Closure', 'id': '6488CF7F-1A82-4362-A2E7-1D282DD585FB', 'type': 'roadevent', 'url': 'https://www.nps.gov/blri/planyourvisit/conditions.htm'}]",2026-03-16 00:00:00.0,Blue Ridge Parkway,SER,BLRI,"NC,VA",yes,2026-03-23
7763CA33-452B-40FB-B079-D84F8A952B96,https://www.nps.gov/yell/planyourvisit/parkroads.htm,Most Park Roads Closed to All Vehicles,YELL,Spring plowing has begun and most roads are closed to all vehicles until mid-April. The road between the North and Northeast entrances remains open and is open year-round to regular vehicles.,Park Closure,[],2026-03-16 00:00:00.0,Yellowstone National Park,IMR,YELL,"ID,MT,WY",yes,2026-03-23
1678E03B-E102-45B3-A3CA-BEDEB75093CA,,Cadillac Summit Road Closed for Construction,ACAD,"The Cadillac Summit Road is closed by construction for all uses, including pedestrians and cyclists, from the Park Loop Road to just prior to a parking lot at the summit. The road is already closed to personal vehicles for the off season.",Park Closure,[],2026-03-16 00:00:00.0,Acadia National Park,NER,ACAD,ME,yes,2026-03-23
EBB1D1E1-9AD6-4028-9C77-310755E86485,,Kirby Storter Closure,BICY,"Starting March 23rd, the Kirby Storter boardwalk will be closed for debris removal. This closure will include what remains of the boardwalk and the north side of the parking lot. The south side of the parking lot, including the comfort station and picnic tables will remain open to the public. The closure for this cleanup is expected to last anywhere from 2 to 4 weeks. Thank you for your understanding and patience.",Park Closure,[],2026-03-16 00:00:00.0,Big Cypress National Preserve,SER,BICY,FL,yes,2026-03-23
CCDDC525-762B-4C99-B9B7-F768B7E6B35F,,Ft Washington Pk will temporarily close on select days from 4 p.m.- 6 a.m.,FOWA,"The National Park Service will temporarily close Fort Washington Park between 4:00 pm and 6:00 am on select days from March 16, 2026, to April 15, 2026, for deer management operations. These closures protect visitors and staff and follow the White-tailed Deer Management Plan. NPS staff will enforce closures with signage and inspections. Public cooperation is appreciated.",Park Closure,[],2026-03-16 00:00:00.0,Fort Washington Park,NCR,FOWA,MD,yes,2026-03-23
190F9FA5-44BB-4D49-9441-719F7DCD2D37,,Loop Road OPEN; Caves Area Closed,CRMO,"The majority of the 7-mile Loop Road is OPEN to vehicles, with the exception of the short spur road to the Caves. Caves remain closed until June due to hazardous ice and snow. The Loop Road is also open to walking, hiking, wheelchairs. Please plan accordingly.",Park Closure,[],2026-03-14 00:00:00.0,Craters of the Moon National Monument and Preserve,PWR,CRMO,ID,yes,2026-03-23
5C320303-369F-42C5-B441-CED863E56495,https://www.nps.gov/lavo/planyourvisit/weather.htm,Roads to Juniper Lake and Warner Valley Closed for Repairs,LAVO,Roads to Juniper Lake and Warner Valley areas are closed to vehicle access due to needed repairs. Roads leading to Juniper Lake and Warner Valley sustained significant damage outside of the park with no ETA for repair.,Park Closure,"[{'title': 'Roads to Butte Lake, Juniper Lake, and Warner Valley Closed for Winter', 'id': '5C320303-369F-42C5-B441-CED863E56495', 'type': 'roadevent', 'url': 'https://www.nps.gov/lavo/planyourvisit/conditions.htm'}]",2026-03-14 00:00:00.0,Lassen Volcanic National Park,PWR,LAVO,CA,yes,2026-03-23
AB7B6104-EAA7-4393-B075-27E5FC821878,https://www.nps.gov/meve/planyourvisit/maps.htm,Road Construction Begins,MEVE,"In late March, simultaneous road improvements begin along the northern end of the Park Road, and the access roads to Cedar Tree Tower and Far View sites in the south. Travel delays up to 30 minutes are possible. Click the link for the park map.",Information,[],2026-03-13 00:00:00.0,Mesa Verde National Park,IMR,MEVE,CO,yes,2026-03-23
8232480F-1CAD-43B6-A152-BA46AA1579AD,https://www.nps.gov/fiis/learn/management/piping-plovers-management.htm,"Pet Restrictions, Beach Driving Closures in Effect March 15 through Labor Day",FIIS,"To protect threatened nesting shorebirds, pets are prohibited in the Otis Pike Wilderness and on federally-managed ocean beaches. Beach driving is closed at Lighthouse Beach, Sailors Haven and the Wilderness area.",Park Closure,[],2026-03-13 00:00:00.0,Fire Island National Seashore,NER,FIIS,NY,yes,2026-03-23
BCE7D718-1307-48F3-89D0-821278C05558,,March 28: Temporary closure of Wise Road,ROCR,"On March 28, 2026, from 6 am to 4 pm, Wise Road NW will be closed for asphalt repairs.",Information,[],2026-03-13 00:00:00.0,Rock Creek Park,NCR,ROCR,DC,yes,2026-03-23
2D29B6CC-8C04-424A-802B-1312CA14B682,,Temporary Closures of Park Entrance Possible if Parking Lots Become Full,GRFA,"If parking lots become full, there will be a temporary closure of the park entrance at Georgetown Pike & Old Dominion Drive. The park entrance will re-open as soon as space becomes available. For updated information about parking, call Visitor Center at 703-757-3101",Information,[],2026-03-13 00:00:00.0,,,,,yes,2026-03-23
8C034D7D-22D4-4B44-892A-C4E016ED4457,https://www.fs.usda.gov/r05/inyo/projects/reds-meadow-road-reconstruction,Reds Meadow Road Access Restrictions in 2026,DEPO,Reds Meadow Road remains under construction in 2026 and will be closed Mondays through Wednesdays from July 6 through September 20 and Monday through Friday starting September 21. There is no estimate for when the road will open for the season.,Park Closure,[],2026-03-12 00:00:00.0,Devils Postpile National Monument,PWR,DEPO,CA,yes,2026-03-23
E5AFC264-9AD7-44CC-A85B-D97E776AB4D6,,Parking Lot E Closed for Construction,PRWI,"Parking Lot E along the park's Scenic Drive is closed for construction. The park is currently working to expand this parking area, and the lot will be closed while the expansion is being built. Visitors can still access the Mary Byrd Branch Trail and Quantico Cascades Trail by following trail reroute signs and parking vehicles in Turkey Run parking area. For your safety, please follow all closures and only park in designated parking spots.",Park Closure,[],2026-03-11 00:00:00.0,Prince William Forest Park,NCR,PRWI,VA,yes,2026-03-23
FF6F4C51-FA9E-4FE3-A419-63EC684CDEC8,https://www.nps.gov/grsm/planyourvisit/seasonalroads.htm,Seasonal road closures,GRSM,"The following roads are closed for the season: Kuwohi Road, Roaring Fork Motor Nature Trail, Little Greenbrier Road, Heintooga Ridge Road, Parson Branch Road, and Rich Mountain Road.",Park Closure,"[{'title': 'Seasonal road closures', 'id': 'FF6F4C51-FA9E-4FE3-A419-63EC684CDEC8', 'type': 'roadevent', 'url': 'https://www.nps.gov/grsm/planyourvisit/conditions.htm'}]",2026-03-06 00:00:00.0,Great Smoky Mountains National Park,SER,GRSM,"TN,NC",yes,2026-03-23
9FD779B4-D9BE-49BC-88CF-5D6CE8802AE1,https://www.nps.gov/colo/planyourvisit/colo-parkway-rehab.htm,Rehabilitation of Colonial Parkway Continues,COLO,Construction on the Colonial Parkway is affecting travel in many sections. Please follow all detour and caution signs. Additional information can be found at the link below.,Park Closure,[],2026-03-06 00:00:00.0,Colonial National Historical Park,NER,COLO,VA,yes,2026-03-23
F92EC3E1-3801-478C-A434-6FCCAD88028F,https://www.nps.gov/zion/planyourvisit/large-vehicles.htm,"Large vehicle restrictions come into effect on June 7, 2026",ZION,"Beginning June 7, 2026, the park will enforce existing size and weight limits on the Zion-Mt. Carmel Highway. Vehicles that exceed length, width, height, or weight limits will not be allowed to travel between Canyon Junction and the park's East Entrance. See the upcoming limits on the page linked below.",Information,[],2026-03-04 00:00:00.0,Zion National Park,IMR,ZION,UT,yes,2026-03-23
2F6EEBC3-415C-4D60-B8FA-2709A0D6540D,,Invasive Vegetation Removal,EVER,"Watch for crews treating invasive plants along Snake Bight Trail, Rowdy Bend Road, and other Flamingo areas. Approved herbicides are being used. Stay alert for workers, equipment, and posted signs.",Information,[],2026-03-02 00:00:00.0,Everglades National Park,SER,EVER,FL,yes,2026-03-23
29F17A31-461A-4C2F-B8CA-A9DCE76DD977,,Elephant Hill Access Rd and Cave Spring Rd to close temporarily March 26,CANY,"The unpaved Elephant Hill Access Road and Cave Spring Road, and associated parking lots, will close temporarily for necessary road maintenance on March 26, 2026. The roads and parking lots will be closed to all uses until the work is complete, which should be later that same day.",Park Closure,[],2026-03-02 00:00:00.0,Canyonlands National Park,IMR,CANY,UT,yes,2026-03-23
CEFF36CB-2C7C-45AA-A883-C1F6DDE05A87,https://www.ksdot.gov/Home/Components/News/News/5941/388?widgetId=3497,"K-177 Highway Closed from Council Grove South to the Preserve, Use Detour",TAPR,"Beginning Monday, March 2, K-177 will close for a bridge replacement from Council Grove to the U.S. 50/K-177 Strong City intersection. Tallgrass Prairie National Preserve will remain open but must be accessed from the south or follow the detour west out of Council Grove. K-177 thru traffic will be directed to follow the state detour on U.S. 56, U.S. 56/U.S. 77 and K-150. KDOT uses state highways for official detour routes for safety, weight and maintenance concerns. Go to KDOT website for detour map.",Information,[],2026-03-02 00:00:00.0,Tallgrass Prairie National Preserve,MWR,TAPR,KS,yes,2026-03-23
7EF83B4C-AD0D-4210-8CCB-BA035B6FB21B,https://www.nps.gov/acad/planyourvisit/conditions.htm,Several Trails Close For Peregrine Falcon Nesting Season,ACAD,"Effective March 1, areas including Jordan Cliffs Trail, Penobscot East Trail, Precipice Trail, and Valley Cove Trail are closed to protect nesting peregrine falcons. The parking lot for the Precipice Trail is also closed. Rangers strictly enforce closures.",Park Closure,[],2026-02-27 00:00:00.0,Acadia National Park,NER,ACAD,ME,yes,2026-03-23
09F0D2D8-174A-425C-A591-CC8961BDF36F,,Shark Valley Entrance Delays,EVER,"Expect long wait times to enter the Shark Valley area particularly between 10am-3pm. The Shark Valley parking lot can fill up quickly and becomes 'one car out, one car in'. We recommend arriving 1.5-2 hours early for any scheduled tram tours. Please call the visitor center at 305-221-8776 with any questions about access",Information,[],2026-02-27 00:00:00.0,Everglades National Park,SER,EVER,FL,yes,2026-03-23
93CA797F-1182-4BB6-9A81-9A380C766763,,Unpaved Salt Valley Rd & Willow Spring Rd to close temporarily March 23-24,ARCH,"Maintenance crews will apply road surface treatments to the unpaved Salt Valley Road and Willow Spring Road March 23-24, 2026. The roads will close to all uses while work is occurring but should reopen later the same day.",Park Closure,[],2026-02-25 00:00:00.0,Arches National Park,IMR,ARCH,UT,yes,2026-03-23
205EA2CA-F14A-46AE-8744-6EEFF28EC7D3,https://www.nps.gov/hamp/planyourvisit/conditions.htm,Parking impacted due to the Legacy Restoration Fund Project,HAMP,"The Lower Farm parking lot near the Mule Barn is closed due to the Legacy Restoration Fund Project. The Upper parking lot located near the Orangery has reduced capacity due to a partial closure because of the Legacy Restoration Fund Project. To learn more about parking at Hampton NHS, click the link or visit the alerts page and then scroll down to the area that talks about parking.",Park Closure,[],2026-02-24 00:00:00.0,Hampton National Historic Site,NER,HAMP,MD,yes,2026-03-23
E71075A9-7B49-41E9-9245-C97CF151772A,https://www.nps.gov/vick/planyourvisit/illinois-memorial-restoration.htm,Illinois Memorial Closed for Restoration,VICK,"The memorial itself closed for restoration starting on September 16, 2025. Starting on March 2, 2026, access to Tour Stops 2 and 3 will be temporarily closed. The closure point will be at the Shirley House. Visitors will still be able to continue north along Union Avenue and access the remainder of the Tour Road. This section will remain closed for the duration of the Illinois Memorial Restoration. The project is expected to be completed by September 2026.",Park Closure,[],2026-02-23 00:00:00.0,Vicksburg National Military Park,SER,VICK,MS,yes,2026-03-23
64B84B31-5330-4636-92BF-B71F19382172,https://www.iceagetrail.org/Trail-Alerts,Indian Creek Segment — Caution: Machinery and Parking Closure,IATR,Recent logging near CTH-E (15th Street) may mean heavy machinery and log piles in the area. The parking lot on CTH-E remains closed to hikers. The Ice Age Trail is open. Stay alert. Remain on the trail. Use caution. Keep dogs leashed.,Caution,[],2026-02-23 00:00:00.0,Ice Age National Scenic Trail,MWR,IATR,WI,yes,2026-03-23
FB41657C-DB56-40D4-9490-6BA7433CA781,https://www.iceagetrail.org/Trail-Alerts,Monticello Segment — Stewart Tunnel Closed,IATR,The Stewart Tunnel is closed indefinitely pending reconstruction. The Trail is closed at both intersections of Tunnel Road. Use Tunnel Road to detour around the closure. Check with the DNR for details: dnr.wisconsin.gov/topic/parks/badger/tunnel.,Caution,[],2026-02-23 00:00:00.0,Ice Age National Scenic Trail,MWR,IATR,WI,yes,2026-03-23
621A7295-BBFF-4471-8ADB-855050E15421,https://www.iceagetrail.org/Trail-Alerts,Point Beach Segment — Partial Trail Closure March 4 to June 15,IATR,"The Ice Age Trail and parking area on the west side of CTH-O in Point Beach State Forest will be closed March 4 through June 15 during a timber harvest for public safety. All trails and parking areas west of CTH-O will be closed. To bypass when hiking eastbound, take CTH-O north and continue west around the bend where the road becomes CTH-V. The 2.1-mile reroute replaces 2.0 miles of Trail.",Park Closure,[],2026-02-23 00:00:00.0,Ice Age National Scenic Trail,MWR,IATR,WI,yes,2026-03-23
76963DF5-FF4B-4C00-8F86-2ECA0AED7446,https://www.nps.gov/pinn/planyourvisit/hours.htm,Heavy Traffic and High Visitation Alert,PINN,"Pinnacles experiences extremely high visitation on weekends, holidays, and during favorable weather, especially in the spring. Expect long lines and delays between 10:00 am and 3:00 pm. If you're planning to hike the High Peaks, Condor Gulch, Balconies, or Moses Spring Trail, it’s recommended to arrive before 8:00 am (parking may fill earlier). Additionally, campground access maybe temporarily delayed during peak periods of visitation when ALL incoming traffic is held.",Information,[],2026-02-23 00:00:00.0,Pinnacles National Park,PWR,PINN,CA,yes,2026-03-23
F04510E6-000E-4A47-99AF-8FB970834A97,https://www.nps.gov/gwmp/learn/management/upload/260220-ROD-Potomac-Interceptor-Site-17.pdf,Temporary Closure of Right Lane of Clara Barton Parkway,CLBA,"Temporary Closure of the Clara Barton Parkway Right Lane at Site 17, wooded areas between C&O Canal and Lock 10 parking lot, north to Lock 14, required to address ongoing safety concerns from DC Water emergency sanitary sewer overflow & bypass and pipe repair operations. Click on ""More"" below for specifica details on the closure.",Park Closure,[],2026-02-22 00:00:00.0,Clara Barton National Historic Site,NCR,CLBA,MD,yes,2026-03-23
8EC53217-5E7C-41BD-A60A-B276B221423C,https://www.nps.gov/pore/learn/management/lawsandpolicies.htm#temporaryclosures,Drakes Beach Road open 10 am to 5 pm to better protect elephant seal pups.,PORE,"Drakes Beach Road now only open 10 am to 5 pm to better protect elephant seal pups. Northern elephant seals have returned to Drakes Beach and given birth close to beach access points. To better protect the pups during this important time, the parking lot will only be open when park staff and volunteers are present, every day from 10:00 am to 5:00 pm. The beach itself will remain closed, but seals are viewable from the parking lot and Ken Patrick Visitor Center area during these ho",Park Closure,[],2026-02-18 00:00:00.0,Point Reyes National Seashore,PWR,PORE,CA,yes,2026-03-23
A938A005-678D-4F0D-B343-62CDF69CE084,,Winter Closures,BLCA,"The following areas are closed for the winter season: [1] South Rim Road beyond the visitor center. [2] All North Rim facilities and vehicle access. North Rim Road is closed to vehicles and gated at the park boundary. [3] East Portal Road--the road and its closure are managed by the U.S. Bureau of Reclamation. The NPS-managed East Portal Campground is also closed for winter. Pedestrians and bicycles are currently allowed on closed roads, conditions permitting. Use caution.",Park Closure,"[{'title': 'Winter Closures', 'id': 'A938A005-678D-4F0D-B343-62CDF69CE084', 'type': 'roadevent', 'url': 'https://www.nps.gov/blca/planyourvisit/conditions.htm'}]",2026-02-17 00:00:00.0,Black Canyon of the Gunnison National Park,IMR,BLCA,CO,yes,2026-03-23
8460B2B2-9B79-48DB-96A0-42411356CAE0,,Road to the Trailhead Parking Lot is Closed to Vehicles for the Season,BIHO,The road leading to the trailhead parking lot at the Big Hole National Battlefield is closed to vehicles for the season but remains open for use by snowshoers & cross-country skiers. The road to the visitor center remains open to vehicles year-round.,Information,[],2026-02-10 00:00:00.0,Big Hole National Battlefield,PWR,BIHO,MT,yes,2026-03-23
82DB9E9B-238C-4841-9001-74906E6B8C29,https://www.nps.gov/natr/learn/news/2025_detour_update.htm,12/12/2025 Update - Parkway and Campground closed from MP 181-204.,NATR,"The parkway is closed to all traffic from MP 181-204. The section of the parkway, including the Jeff Busby Campground and day use area, has been closed since June 9, 2025, to allow for the removal and replacement of failed pavement and culverts. While the project was initially expected to be completed by the end of summer, unforeseen site conditions and weather delays have extended the timeline. A definitive reopening date is not available at this time. Construction will continue into 2026.",Park Closure,"[{'title': 'Road Repavement', 'id': '82DB9E9B-238C-4841-9001-74906E6B8C29', 'type': 'roadevent', 'url': 'https://www.nps.gov/natr/planyourvisit/conditions.htm'}]",2026-02-10 00:00:00.0,Natchez Trace Parkway,SER,NATR,"AL,MS,TN",yes,2026-03-23
B48484DA-9911-45FD-83CD-4CE3E4E05CD8,https://www.udottraffic.utah.gov,State Route 148 Closed Through Cedar Breaks National Monument,CEBR,State Route 148 through Cedar Breaks National Monument is now closed for its routine winter season. Plan alternate routes and check back for updates. Visit the Utah Department of Transportation website for more route information: www.udottraffic.utah.gov,Danger,[],2026-02-10 00:00:00.0,Cedar Breaks National Monument,IMR,CEBR,UT,yes,2026-03-23
ADF8E543-475D-4727-A908-245A8E5CC495,,Roadwork Along Lakeshore Drive at the Alfred Smith Water Treatment Plant,LAKE,"Starting February 9th, 2026, roadwork will begin on the east shoulder of Lakeshore Drive between the water treatment plant and the Lake Mead Fish Hatchery for the installation of a pipeline. Flaggers will be present during the project, but only minimal traffic delays are anticipated at times that traffic is restricted to one lane. The project is expected to be completed in a few months.",Caution,[],2026-02-09 00:00:00.0,Lake Mead National Recreation Area,PWR,LAKE,NV,yes,2026-03-23
4D18B12B-E625-4D7C-825A-C779A6EACCA5,https://jeffersoncountypublichealth.org/CivicAlerts.aspx?AID=1478&ARC=3292,South Shore Quinault Road Washed Out Beyond Park Boundary,OLYM,"South Shore Road – which is maintained by Jefferson County – is closed due to a major wash-out. For more information, visit the Jefferson County website.",Information,[],2026-02-06 00:00:00.0,Olympic National Park,PWR,OLYM,WA,yes,2026-03-23
DCAA0DED-C016-4077-A9A7-A3AF81BF7759,,Access to Bluestone NSR through Bluestone State Park is closed,BLUE,"Due to road damage, the road to access Bluestone National Scenic River through Bluestone State Park is closed. The road will remain completely closed as repairs are made. It is expected to reopen in late April or early May.",Information,[],2026-02-06 00:00:00.0,Bluestone National Scenic River,NER,BLUE,WV,yes,2026-03-23
